Index,Output,Orbital Period,Transition Duration,Transition Depth,Planet Rad,Planet Eqbm Temp,Stellar Effective Temp,Stellar log g,Stellar Rad,ra,dec,,,,,
13289,1,10.00102551,3.509,1630,2.6,809,3848,4.6829,0.562821,59.9013782,15.5587994,,,,,
13290,1,9.99791,2.712,1462,1.7,809,5293,4.4905,0.424,59.9013782,15.5587994,,,,,
13291,1,9.99767,2.77,1357,1.483,809,3910,4.863,0.424,59.9013782,15.5587994,,,,,
13292,1,9.997442,2.7888,1357,2.11,809,3875.75,4.4905,0.547001,59.9013782,15.5587994,,,,,
13293,1,6.4215,2.81,1357,2.41,809,5652,4.481,0.93,55.8093566,16.6344396,,,,,
13294,1,6.42149,2.8824,814,2.51,809,5293,4.4905,0.836,55.8093566,16.6344396,,,,,
13295,1,27.86,4.61,1357,2.03,809,5652,4.481,0.93,55.8093566,16.6344396,,,,,
13296,1,27.8522,4.608,704,2.16,809,5293,4.4905,0.836,55.8093566,16.6344396,,,,,
13297,1,0.684541,0.8184,400,1.36,809,5293,4.4905,0.671,59.464829,18.4649505,,,,,
13298,1,0.684533,0.782,1357,1.01,809,4268,4.776,0.507,59.464829,18.4649505,,,,,
13299,1,0.684559,2.7888,1357,1.2,809,4427,4.3,0.68,59.464829,18.4649505,,,,,
13300,1,0.68458757,0.912,270,2.6,809,4222,4.52609,0.734112,59.464829,18.4649505,,,,,
13301,1,0.684557,2.7888,1357,1.37,809,4376.21,4.4905,0.675849,59.464829,18.4649505,,,,,
13302,1,0.684575,2.7888,1357,1.4,809,4462,4.17,0.71,59.464829,18.4649505,,,,,
13303,1,0.684553,2.7888,1357,1.27572042,809,4441,4.65,0.646851,59.464829,18.4649505,,,,,
13304,1,0.684538626,2.7888,1357,1.4,1355,4232,4.44,0.71,59.464829,18.4649505,,,,,
13305,1,8.775864,2.7888,1357,1.97521161,809,5129,4.52,0.721964,51.5531053,18.6355718,,,,,
13306,1,8.77683,2.75,1357,1.96,809,5482,4.579,0.76,51.5531053,18.6355718,,,,,
13307,1,8.77709,4.224,865,5.1,809,5293,4.4905,0.8,51.5531053,18.6355718,,,,,
13308,1,9.72664,4.68,2692,8.42,809,5293,4.4905,1.508,66.2363638,18.8273617,,,,,
13309,1,9.726618,4.56,1357,7.6,979,5747,4.208,1.401,66.2363638,18.8273617,,,,,
13310,1,9.72739,4.24,1357,4.6,809,5406,4.47,0.93,66.2363638,18.8273617,,,,,
13311,1,9.72665,4.584,2287,7.23871,1214,5583.6,4.11,1.45,66.2363638,18.8273617,,,,,
13312,1,4.61228,2.7888,1357,2.3,809,3624.15,4.4905,0.459539,54.7514566,19.1199667,,,,,
13313,1,4.61244,1.1448,2194,1.27,809,5293,4.4905,0.256,54.7514566,19.1199667,,,,,
13314,1,4.6122,1.039,1357,1.23,809,3537,5.022,0.256,54.7514566,19.1199667,,,,,
13315,1,1.095962,0.9264,346,0.617,809,5293,4.4905,0.318,57.0671234,20.4594885,,,,,
13316,1,1.096026,0.895,1357,0.615,809,3691,4.965,0.318,57.0671234,20.4594885,,,,,
13317,1,1.095979,2.7888,1357,1.08,809,3677,4.70687,0.535057,57.0671234,20.4594885,,,,,
13318,1,18.4474,2.93,1357,5.6,809,4052,4.816,0.468,176.263724,0.0054085,,,,,
13319,1,18.44883,2.7888,2830,1.6,284,3468,4.4905,0.25,176.263724,0.0054085,,,,,
13320,1,18.448653,2.49,3450,3.33,809,3765,4.4905,0.52,176.263724,0.0054085,,,,,
13321,1,18.44951,2.4144,3990,3.09,809,5293,4.4905,0.468,176.263724,0.0054085,,,,,
13322,1,18.4498,2.8397,1357,2.25,314,3390,4.4905,0.31,176.263724,0.0054085,,,,,
13323,1,13.71468745,4.339,1490,2.6,809,4133.13,4.62196,0.650887,59.1527391,22.4724517,,,,,
13324,1,13.734907,2.7888,1357,2.53,809,4421.98,4.4905,0.634754,59.1527391,22.4724517,,,,,
13325,1,13.7311,3.08,1357,2.04,809,4136,4.791,0.494,59.1527391,22.4724517,,,,,
13326,1,13.733314,2.952,1357,2.6,502,4484,4.653,0.619,59.1527391,22.4724517,,,,,
13327,1,13.73288,2.8608,1582,2.64,809,5293,4.4905,0.646,59.1527391,22.4724517,,,,,
13328,1,2.90022,1.3032,389,1.36,809,5293,4.4905,0.646,59.1527391,22.4724517,,,,,
13329,1,2.900706,2.7888,1357,1.3,809,4421.98,4.4905,0.634754,59.1527391,22.4724517,,,,,
13330,1,2.90032,1.27,1357,1.02,809,4136,4.791,0.494,59.1527391,22.4724517,,,,,
13331,1,1.41929871,1.048,850,2.6,809,3326,4.86273,0.361559,63.2182348,24.2047218,,,,,
13332,1,1.419604,2.7888,1357,1.22,809,3488.9,4.4905,0.32067,63.2182348,24.2047218,,,,,
13333,1,1.419714,1.368,1565,1.18,809,5293,4.4905,0.284,63.2182348,24.2047218,,,,,
13334,1,1.419549,0.945,1357,1.1,809,3622,5,0.284,63.2182348,24.2047218,,,,,
13335,REFUTED,0.701818,1.5312,1357,2.56,809,5293,4.4905,0.864093,60.0698588,25.4798898,,,,,
13336,1,10.134016,2.7888,1357,3.88,383,3548,4.84,0.42,129.3625717,18.9766197,,,,,
13337,1,10.13389,2.84,1357,3.47,809,3471,4.4905,0.402,129.3625717,18.9766197,,,,,
13338,1,10.134279,3.3696,1357,14.8,809,5293,4.4905,0.43,129.3625717,18.9766197,,,,,
13339,1,10.1338,2.7888,4400,2.6,809,3411,4.81298,0.414978,129.3625717,18.9766197,,,,,
13340,1,10.135091,2.28,1357,3.7,809,3410,4.4905,0.44,129.3625717,18.9766197,,,,,
13341,1,10.134231,2.7888,5276,1.76,809,5293,4.4905,0.226,129.3625717,18.9766197,,,,,
13342,1,10.1346454,2.7888,1357,3.31,474,3566,4.85,0.4,129.3625717,18.9766197,,,,,
13343,1,10.13446,2.856,7050,1.92,809,5293,4.4905,0.226,129.3625717,18.9766197,,,,,
13344,1,8.406,5.66808,556,2.6,809,4642.56,4.4905,4.70881,127.762837,10.8475571,,,,,
13345,1,8.405276,2.7888,1357,8.04276104,809,4836,3.5,2.949151,127.762837,10.8475571,,,,,
13346,1,6.73572,2.7888,1357,14.68379,809,5293,4.4905,4.2,127.762837,10.8475571,,,,,
13347,1,8.4071591,5.002,533,10.1248,910,4642.6,4.4905,4.71,127.762837,10.8475571,,,,,
13348,1,8.406726,2.7888,1357,10.61,1499,4717,3.22,4.47,127.762837,10.8475571,,,,,
13349,1,8.4061,2.7888,1357,14.68379,809,4790,3.26,4.2,127.762837,10.8475571,,,,,
13350,1,8.40685,6.072,680,10.88,809,5293,4.4905,4.09,127.762837,10.8475571,,,,,
13351,1,8.407115,6.2712,891,13.45077684,1566,4673,3.276,4.14,127.762837,10.8475571,,,,,
13352,1,8.406951,5.7192,1357,11.5,809,5293,4.4905,4.79,127.762837,10.8475571,,,,,
13353,1,8.4061,2.7888,1357,14.68379,809,4790,3.26,4.2,127.762837,10.8475571,,,,,
13354,1,10.13682,5.1216,1043,4.6,809,5293,4.4905,1.37,126.4882114,11.5110933,,,,,
13355,1,10.13675,5.03,1357,4.3,1102,6120,4.23,1.311,126.4882114,11.5110933,,,,,
13356,1,10.136796,2.7888,1357,5.00805298,809,6095,4.09,1.5082,126.4882114,11.5110933,,,,,
13357,1,10.13693,2.7888,1357,4.93,1093,6103,4.12,1.565,126.4882114,11.5110933,,,,,
13358,1,10.13892836,5.371,950,2.6,809,6283,4.17177,1.50696,126.4882114,11.5110933,,,,,
13359,1,10.136527,4.9704,1357,4.5,809,5293,4.4905,1.39,126.4882114,11.5110933,,,,,
13360,1,10.136448,2.7888,1357,5.2,1092,6172,4.13,1.57,126.4882114,11.5110933,,,,,
13361,1,10.1367283,5.341,1059,5.44119,1563,6283,4.17177,1.51,126.4882114,11.5110933,,,,,
13362,1,10.1367349,5.1216,930,5.06645928,1185,6260,4.169,1.518,126.4882114,11.5110933,,,,,
13363,1,10.136,4.94496,869,2.6,809,6283,4.17177,1.50696,126.4882114,11.5110933,,,,,
13364,1,18.24841,11.496,1930,12.48,809,5293,4.4905,2.71,208.7737624,-5.4424943,,,,,
13365,1,18.25,10.86792,1776,2.6,809,6073.27,3.62228,2.73115,208.7737624,-5.4424943,,,,,
13366,1,18.249,12,1357,14.45961,809,5990,3.67,3.1,208.7737624,-5.4424943,,,,,
13367,1,18.251985,2.7888,1357,11.73,1113,6217,3.81,2.63,208.7737624,-5.4424943,,,,,
13368,1,18.248708,2.7888,1357,10.53585955,809,6033,3.78,2.276457,208.7737624,-5.4424943,,,,,
13369,1,18.24783,11.1,1357,11.88151954,1184,6069,3.783,2.55,208.7737624,-5.4424943,,,,,
13370,1,18.252213,11.0496,1357,8.3,809,5293,4.4905,1.98,208.7737624,-5.4424943,,,,,
13371,1,18.24901,2.7888,1357,12.37,1108,6053,3.9,2.66,208.7737624,-5.4424943,,,,,
13372,1,1.33711716,2.7888,1357,2.6,809,4645,4.601,0.713,207.6554928,-6.8040714,,,,,
13373,1,1.337116562,2.7888,1357,2.6,809,4645,4.601,0.713,207.6554928,-6.8040714,,,,,
13374,1,1.337,1.50696,31165,2.6,809,4459,4.51739,0.763091,207.6554928,-6.8040714,,,,,
13375,1,1.33711647,2.7888,1357,14.056,1344,4645,4.53,0.776,207.6554928,-6.8040714,,,,,
13376,1,1.33711644,2.7888,1357,2.6,809,4645,4.4905,0.864093,207.6554928,-6.8040714,,,,,
13377,1,1.337116553,2.7888,1357,12.89035,809,4645,4.601,0.713,207.6554928,-6.8040714,,,,,
13378,1,1.337116,1.8504,1357,11.5,809,5293,4.4905,0.66,207.6554928,-6.8040714,,,,,
13379,1,1.3371164,2.7888,1357,2.6,809,5293,4.4905,0.864093,207.6554928,-6.8040714,,,,,
13380,1,1.3371182,1.8096,27250,12.823,1292,4645,4.601,0.713,207.6554928,-6.8040714,,,,,
13381,1,1.33711405,1.844,32170,2.6,809,4459,4.51739,0.763091,207.6554928,-6.8040714,,,,,
13382,1,1.33711569,1.83168,33335,11.85,809,5293,4.4905,0.6629,207.6554928,-6.8040714,,,,,
13383,1,1.33711677,1.809816,26658.7,12.498035,1285,5293,4.4905,0.7033,207.6554928,-6.8040714,,,,,
13384,1,1.33711647,2.7888,1357,14.056086,809,4645,4.4905,0.776,207.6554928,-6.8040714,,,,,
13385,1,1.5108261,2.7888,1357,2.6,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13386,1,1.51087,2.7888,1357,2.6,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13387,1,1.51087081,0.6067,7266,1.086,400.1,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13388,1,1.51088432,0.60515,1357,2.6,397.6,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13389,1,1.510826,0.601,7378,1.116,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13390,1,6.73572,2.7888,1357,1.121,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13391,1,1.510944712,0.6401499,10693.4882,1.20389172,802.86,5780,5.27596,0.114827,346.6263919,-5.0434618,,,,,
13392,1,1.510848,0.602,7540,1.113,400,2550,4.4905,0.117,346.6263919,-5.0434618,,,,,
13393,1,6.73572,0.602,8015,2.6,366,5293,5.27596,0.114827,346.6263919,-5.0434618,,,,,
13394,1,2.421937,0.7005,7123,1.097,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13395,1,2.421848,0.6963,6720,1.049,342,2550,4.4905,0.117,346.6263919,-5.0434618,,,,,
13396,1,2.4218233,0.7062,6870,1.056,341.9,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13397,1,2.4219371,2.7888,1357,2.6,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13398,1,2.42179346,0.707,1357,2.6,339.7,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13399,1,6.73572,2.7888,1357,1.095,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13400,1,6.73572,0.6963,7290,2.6,315,5293,5.27596,0.114827,346.6263919,-5.0434618,,,,,
13401,1,4.04961,0.8188,3670,0.772,288,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13402,1,6.73572,2.7888,1357,0.784,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13403,1,4.049219,0.8145,3676,0.788,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13404,1,4.04978035,0.8228,1357,2.6,286.2,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13405,1,6.09956479,0.9385,1357,2.6,249.7,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13406,1,6.101013,0.9293,5012,0.92,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13407,1,6.099615,0.9535,5190,0.918,251.3,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13408,1,6.09705,2.7888,1357,2.6,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13409,1,6.73572,2.7888,1357,0.91,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13410,1,6.73572,2.7888,1357,1.046,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13411,1,9.20659399,1.055,1357,2.6,217.7,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13412,1,9.2129,2.7888,1357,2.6,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13413,1,9.20754,1.048,6465,1.045,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13414,1,9.20669,1.043,6730,1.045,219,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13415,1,6.73572,2.7888,1357,1.148,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13416,1,12.35294,1.14,7820,1.127,198.6,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13417,1,12.352446,1.137,7555,1.129,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13418,1,12.3535557,1.152,1357,2.6,197.3,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13419,1,18.772866,1.269,3375,0.755,809,2566,5.2396,0.1192,346.6263919,-5.0434618,,,,,
13420,1,6.73572,2.7888,1357,0.773,809,5293,4.4905,0.864093,346.6263919,-5.0434618,,,,,
13421,1,18.767,1.26,3460,0.752,173,5293,5.27596,0.114827,346.6263919,-5.0434618,,,,,
13422,1,18.7672745,1.271,1357,2.6,171.7,2520,4.4905,0.1234,346.6263919,-5.0434618,,,,,
13423,1,20,1.28,3520,0.755,168,2559,4.4905,0.117,346.6263919,-5.0434618,,,,,
13424,1,24.1396,6.42,1357,10.27,677,5293,4.4905,1.345,61.331654,20.1570318,,,,,
13425,1,24.13861,6.42,5000,10.22,668,4970,4.246,1.314,61.331654,20.1570318,,,,,
13426,1,24.1315,6.42,1357,9.53,809,5293,4.4905,1.33,61.331654,20.1570318,,,,,
13427,1,24.1399,2.7888,1357,9.72939525,809,5050,4.4905,1.278,61.331654,20.1570318,,,,,
13428,1,24.141341,2.7888,1357,2.6,809,5293,4.4905,1.407,61.331654,20.1570318,,,,,
13429,1,8.2438,4.66,1357,5.05,809,5293,4.4905,1.33,61.331654,20.1570318,,,,,
13430,1,8.24958,4.66,1357,5.59,968,5293,4.4905,1.345,61.331654,20.1570318,,,,,
13431,1,8.24892,2.7888,1357,5.15613112,809,5050,4.4905,1.278,61.331654,20.1570318,,,,,
13432,1,8.24959,2.7888,1357,2.6,809,5293,4.4905,0.864093,61.331654,20.1570318,,,,,
13433,1,12.4032,5.59,1357,6.41,845,5293,4.4905,1.345,61.331654,20.1570318,,,,,
13434,1,12.396,5.59,1357,6.13,809,5293,4.4905,1.33,61.331654,20.1570318,,,,,
13435,1,12.4058,2.7888,1357,6.43395492,809,5050,4.4905,1.278,61.331654,20.1570318,,,,,
13436,1,60,7.45,1357,8.74,492,5293,4.4905,1.345,61.331654,20.1570318,,,,,
13437,1,53.5,2.7888,1357,9.97599282,809,4941,4.227,1.43,61.331654,20.1570318,,,,,
13438,1,44.1699,7.44,1357,9.94,809,5293,4.4905,1.33,61.331654,20.1570318,,,,,
13439,1,40.2,2.7888,1357,8.23860081,809,5050,4.4905,1.278,61.331654,20.1570318,,,,,
13440,1,5.72149,2.7528,21700,10.53646,770,4430,4.5,0.66,188.3864277,-10.1462141,,,,,
13441,1,5.72149242,2.73864,20910,10.357116,736,5293,4.4905,0.657,188.3864277,-10.1462141,,,,,
13442,1,5.72148722,2.7888,1357,2.6,809,5293,4.4905,0.864093,188.3864277,-10.1462141,,,,,
13443,1,5.7214742,2.7888,1357,2.6,809,4425,4.633,0.67,188.3864277,-10.1462141,,,,,
13444,1,5.7214742,2.7888,1357,10.55,672.5,4425,4.633,0.67,188.3864277,-10.1462141,,,,,
13445,1,5.72226,2.648,25549,12.8433,687,4233.2,4.64,0.73,188.3864277,-10.1462141,,,,,
13446,1,5.72148926,2.7888,1357,2.6,809,4430,4.5,0.66,188.3864277,-10.1462141,,,,,
13447,1,5.7214904,2.7888,1357,2.6,809,5293,4.4905,0.864093,188.3864277,-10.1462141,,,,,
13448,1,6.73572,2.7888,1357,2.6,809,5293,4.4905,0.864093,188.3864277,-10.1462141,,,,,
13449,1,5.7214742,2.7528,1357,2.6,809,4425,4.4905,0.67,188.3864277,-10.1462141,,,,,
13450,1,5.7214742,2.7888,1357,10.626132,809,4430,4.5,0.66,188.3864277,-10.1462141,,,,,
13451,1,5.721488,2.7888,1357,2.6,809,4430,4.5,0.66,188.3864277,-10.1462141,,,,,
13452,1,1088,2.7888,1357,2.6,809,4425,4.4905,0.67,188.3864277,-10.1462141,,,,,
13453,1,1088,2.7888,1357,2.6,809,4425,4.633,0.67,188.3864277,-10.1462141,,,,,
13454,1,1088,2.7888,1357,2.6,809,4425,4.633,0.67,188.3864277,-10.1462141,,,,,
13455,1,4.0460644,5.824,8004,18.2851,2509,6404,4.03,1.81,19.5505861,2.7027847,,,,,
13456,1,4.04605063,2.7888,1357,2.6,809,6410,4.1,1.696,19.5505861,2.7027847,,,,,
13457,1,4.0460654,4.9488,6490,14.94,809,5293,4.4905,1.696,19.5505861,2.7027847,,,,,
13458,1,4.0460435,4.8048,7550,16.14096,1729,6410,4.1,1.696,19.5505861,2.7027847,,,,,
13459,1,4.0460407,4.91136,6679,15.625346,1753,5293,4.4905,1.754,19.5505861,2.7027847,,,,,
13460,1,4.0460496,2.7888,1357,2.6,809,5293,4.4905,0.864093,19.5505861,2.7027847,,,,,
13461,1,4.046005,4.9296,1357,12,809,5293,4.4905,1.38,19.5505861,2.7027847,,,,,
13462,1,4.533469982,3.6052513,11929.862,13.22170304,1206.89,5846,4.31,1.1971,349.0634651,0.3066895,,,,,
13463,1,4.5334686,2.7888,1357,2.6,809,5293,4.4905,0.864093,349.0634651,0.3066895,,,,,
13464,1,4.533471,3.66,1357,12.66617,1290,5871,4.35,1.14,349.0634651,0.3066895,,,,,
13465,1,4.5334682,2.7888,1357,2.6,809,5871,4.35,1.14,349.0634651,0.3066895,,,,,
13466,1,4.5334775,3.6643,10664,13.30506009,1312,5293,4.4905,1.181,349.0634651,0.3066895,,,,,
13467,1,3.951626,2.7888,1357,10.76861656,809,5773,4.43,1.040024,201.6551525,-8.3176353,,,,,
13468,1,3.951623,2.7888,1357,11.19,1193,5772,4.38,1.1,201.6551525,-8.3176353,,,,,
13469,1,3.952,1.416,6205,2.6,809,5753,4.36542,1.10289,201.6551525,-8.3176353,,,,,
13470,1,3.951623,1.8288,1357,12,809,5293,4.4905,1.2,201.6551525,-8.3176353,,,,,
13471,1,3.95161588,2.7888,1357,2.6,809,5838,4.5,1.134,201.6551525,-8.3176353,,,,,
13472,1,3.9516205,1.9464,8910,11.937585,1339,5838,4.5,1.134,201.6551525,-8.3176353,,,,,
13473,1,3.9516283,1.9392,7628,11.81,809,5293,4.4905,1.13,201.6551525,-8.3176353,,,,,
13474,1,3.951605,2.7888,1357,2.6,809,5838,4.5,1.134,201.6551525,-8.3176353,,,,,
13475,1,3.9516956,1.853,7500,2.6,809,5753,4.36542,1.10289,201.6551525,-8.3176353,,,,,
13476,1,3.4088353,2.7888,1357,2.6,809,6150,4.37,1.094,353.6162694,-1.5799849,,,,,
13477,1,3.40883,3.2376,13000,13.597,1468,6150,4.37,1.094,353.6162694,-1.5799849,,,,,
13478,1,3.40883,2.7888,1357,13.596517,809,6150,4.4905,1.094,353.6162694,-1.5799849,,,,,
13479,1,3.40883458,2.7888,1357,2.6,809,5293,4.4905,0.864093,353.6162694,-1.5799849,,,,,
13480,1,3.40883502,2.7888,1357,2.6,809,6150,4.37,1.094,353.6162694,-1.5799849,,,,,
13481,1,3.40883495,3.2388,13396,13.66374747,1456,5293,4.4905,1.083,353.6162694,-1.5799849,,,,,
13482,1,3.4088387,2.7888,1357,14.01125,809,5293,4.378,1.083,353.6162694,-1.5799849,,,,,
13483,1,3.408833,3.163,16032,14.2632,1430,6134,4.41,1.11,353.6162694,-1.5799849,,,,,
13484,1,3.40884,2.7888,1357,15.177,1473,6084,4.342,1.123,353.6162694,-1.5799849,,,,,
13485,1,4.1591492,2.7888,1357,12.64,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13486,1,4.15914806,2.7888,1357,2.6,809,5293,4.4905,0.864093,331.203092,-12.019067,,,,,
13487,1,4.159152,2.7888,1357,12.251,1146,5476,4.27,1.144,331.203092,-12.019067,,,,,
13488,1,4.1591287,2.7888,1357,12.77,809,5576,4.34,1.15,331.203092,-12.019067,,,,,
13489,1,4.1591282,2.7888,1357,12.71,809,5576,4.33938,1.11133,331.203092,-12.019067,,,,,
13490,1,4.1,2.7888,10340,2.6,809,5565,4.29,0.864093,331.203092,-12.019067,,,,,
13491,1,4.1591492,2.7888,1357,2.6,809,5552,4.4905,1.137,331.203092,-12.019067,,,,,
13492,1,4.15810694,3.798,11420,2.6,809,5576,4.33938,1.11133,331.203092,-12.019067,,,,,
13493,1,4.1591409,2.7888,1357,2.6,1275,5576,4.32,1.15,331.203092,-12.019067,,,,,
13494,1,4.15915035,2.7888,1357,2.6,809,5350,4.4905,1.15,331.203092,-12.019067,,,,,
13495,1,4.1591496,2.7888,1357,2.6,809,5350,4.4905,1.15,331.203092,-12.019067,,,,,
13496,1,4.15917,3.5784,12712,13.18,809,5293,4.4905,1.188,331.203092,-12.019067,,,,,
13497,1,4.159221,3.5524,1357,12.3,809,5950,4.32,1.1,331.203092,-12.019067,,,,,
13498,1,4.16071,2.7888,1357,12.9,809,5576,4.354,1.16,331.203092,-12.019067,,,,,
13499,1,4.1591399,3.58392,10510,12.89,809,5350,4.4905,1.15,331.203092,-12.019067,,,,,
13500,1,4.1591739,3.63,12700,10.5,809,5427,4.4905,0.86,331.203092,-12.019067,,,,,
13501,1,4.1591289,3.5722,1357,12.63,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13502,1,4.159151,2.7888,1357,12.86,809,5293,4.4905,1.156,331.203092,-12.019067,,,,,
13503,1,4.1591488,3.54,12800,12.1616,1259,5576,4.34,1.11,331.203092,-12.019067,,,,,
13504,1,572,2.7888,1357,2.6,247,5576,4.32,1.15,331.203092,-12.019067,,,,,
13505,1,588.8,2.7888,1357,2.6,809,5552,4.4905,1.137,331.203092,-12.019067,,,,,
13506,1,592.5,2.7888,1357,2.6,219.3,5476,4.27,1.144,331.203092,-12.019067,,,,,
13507,1,588.5,2.7888,1357,2.6,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13508,1,588.8,2.7888,1357,2.6,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13509,1,589.57,2.7888,1357,2.6,809,5293,4.4905,1.156,331.203092,-12.019067,,,,,
13510,1,580.7,2.7888,1357,2.6,809,5576,4.354,1.16,331.203092,-12.019067,,,,,
13511,1,9.03055,2.7888,1357,3.567,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13512,1,9.030501,2.7888,1357,3.65,809,5293,4.4905,1.156,331.203092,-12.019067,,,,,
13513,1,9.03052118,4.288,1357,2.6,809,5552,4.4905,1.137,331.203092,-12.019067,,,,,
13514,1,9.03077,4.288,1357,3.576,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13515,1,9.03081,2.7888,1357,3.63,809,5576,4.34,1.15,331.203092,-12.019067,,,,,
13516,1,9.095,2.7888,1357,3.71,809,5576,4.354,1.16,331.203092,-12.019067,,,,,
13517,1,9.0305419,4.37,1070,3.06,809,5427,4.4905,0.86,331.203092,-12.019067,,,,,
13518,1,9.03101,2.7888,1357,3.58,885,5476,4.27,1.144,331.203092,-12.019067,,,,,
13519,1,9.028052,2.7888,1357,3.3,809,5565,4.3,1.1,331.203092,-12.019067,,,,,
13520,1,9.03164,4.26,1357,3.18,809,5950,4.32,1.1,331.203092,-12.019067,,,,,
13521,1,9.03079,2.7888,1357,3.6,809,5576,4.33938,1.11133,331.203092,-12.019067,,,,,
13522,1,0.7895933,1.899,1357,2.6,809,5552,4.4905,1.137,331.203092,-12.019067,,,,,
13523,1,0.78961301,1.88,258,1.5,809,5427,4.4905,0.86,331.203092,-12.019067,,,,,
13524,1,0.789597,2.7888,1357,1.829,809,5576,4.34,1.15,331.203092,-12.019067,,,,,
13525,1,0.789693,2.7888,1357,1.79,809,5565,4.29,1.15,331.203092,-12.019067,,,,,
13526,1,0.79,2.7888,1357,1.773,809,5552,4.34,1.125,331.203092,-12.019067,,,,,
13527,1,0.78961,2.7888,1357,1.83,809,5293,4.4905,1.156,331.203092,-12.019067,,,,,
13528,1,0.789655,2.7888,1357,1.8,809,5565,4.3,1.1,331.203092,-12.019067,,,,,
13529,1,0.789518,1.87,1357,1.64,809,5950,4.32,1.1,331.203092,-12.019067,,,,,
13530,1,0.7895933,2.7888,1357,1.808,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13531,1,0.78957,2.7888,1357,1.79,1992,5476,4.27,1.144,331.203092,-12.019067,,,,,
13532,1,0.789636,2.7888,1357,1.82,809,5576,4.354,1.16,331.203092,-12.019067,,,,,
13533,1,0.789592,1.899,1357,1.81,809,5552,4.3437,1.137,331.203092,-12.019067,,,,,
13534,1,0.789593,2.7888,1357,1.817,809,5576,4.33938,1.11133,331.203092,-12.019067,,,,,
13535,1,4.4656294,2.7888,1357,2.6,809,5293,4.4905,0.864093,203.7581951,-17.5034961,,,,,
13536,1,4.46563013,2.7888,1357,2.6,809,5960,4.4905,1.06,203.7581951,-17.5034961,,,,,
13537,1,4.465633,3.528,15800,14.572,809,5960,4.4905,1.06,203.7581951,-17.5034961,,,,,
13538,1,4.4656299,2.7888,1357,2.6,809,5960,4.4905,1.06,203.7581951,-17.5034961,,,,,
13539,1,4.46563433,3.512518,17333.7557,14.64677635,1188.54,6070,4.4201,1.09036,203.7581951,-17.5034961,,,,,
13540,1,4.4656243,3.53328,18355,14.73,809,5293,4.4905,1.072,203.7581951,-17.5034961,,,,,
13541,1,4.4656291,2.7888,1357,14.964015,1300,6070,4.419,1.102,203.7581951,-17.5034961,,,,,
13542,1,4.465635,3.5208,1357,14.8,809,5293,4.4905,1.11,203.7581951,-17.5034961,,,,,
13543,1,4.46563,2.7888,16000,14.90797,809,5900,4.3,1.09,203.7581951,-17.5034961,,,,,
13544,1,4.46659676,3.48,15290,2.6,809,6070,4.41754,1.09036,203.7581951,-17.5034961,,,,,
13545,1,4.465633,2.7888,1357,14.5717,809,5900,4.4905,1.06,203.7581951,-17.5034961,,,,,
13546,1,4.466,3.09504,15619,2.6,809,6070,4.41754,1.09036,203.7581951,-17.5034961,,,,,
13547,1,2.4841905,1.886,1357,15.6,809,6090,4.223,1.39,342.3858995,-10.6754686,,,,,
13548,1,2.4841987,2.7888,1357,2.6,809,6100,4.29,1.26,342.3858995,-10.6754686,,,,,
