Index,Output,Orbital Period,Transition Duration,Transition Depth,Planet Rad,Planet Eqbm Temp,Stellar Effective Temp,Stellar log g,Stellar Rad,ra,dec,,,,,
583,1,6.810823723,7.98574,14400.00,26.06,1626,7226,3.967,2.079,299.10281,47.377781,,,,,
584,0,0.933746515,6.6522,2940.00,25.54,1508,5252,4.596,0.716,292.83301,47.495529,,,,,
585,0,1.872421727,1.5261,3020.00,5.65,1298,5337,4.486,0.825,281.5238,47.755341,,,,,
586,1,33.6528474,3.9616,1140.00,3.05,470,4954,4.462,0.885,294.06848,46.57933,,,,,
587,1,5.90127815,2.1979,1530.00,1.94,514,3731,4.75,0.498,297.84241,46.574268,,,,,
588,1,8.75209691,2.3742,1370.00,1.83,451,3731,4.75,0.498,297.84241,46.574268,,,,,
589,1,22.78078241,3.3002,1930.00,2.17,328,3731,4.75,0.498,297.84241,46.574268,,,,,
590,1,2.896005211,1.6776,614.00,1.23,652,3731,4.75,0.498,297.84241,46.574268,,,,,
591,1,0.742957911,0.6688,843.00,1.47,1026,3731,4.75,0.498,297.84241,46.574268,,,,,
592,0,54.35635067,6.4345,10500.00,38.81,566,6161,4.281,1.255,292.93085,37.60664,,,,,
593,0,0.54624855,2.0543,640.00,18.93,1837,5414,4.625,0.714,287.13388,37.83926,,,,,
594,1,18.82744023,4.664,1010.00,2.7,632,5687,4.538,0.86,292.26813,37.955639,,,,,
595,0,8.4120069,3.923,820.00,1.71,590,4502,4.668,0.621,291.85382,37.74192,,,,,
596,1,5.747711909,1.8923,820.00,1.86,641,4252,4.64,0.632,291.90326,37.90229,,,,,
597,1,3.504691252,1.9811,315.00,2.03,1165,5356,4.338,1.055,298.07944,44.746319,,,,,
598,0,0.995861402,1.1507,4990.00,26.93,1477,5286,4.604,0.706,290.63943,38.28463,,,,,
599,1,86.67856052,10.1289,8240.00,9.83,434,5822,4.351,1.081,294.4335,38.35545,,,,,
600,1,12.21828097,2.6969,1840.00,5.1,835,5822,4.351,1.081,294.4335,38.35545,,,,,
601,0,8.387210055,1.6477,4950.00,72.52,1211,6089,4.044,1.795,290.862,38.35358,,,,,
602,0,15.2384539,19.292,7020.00,9.84,829,6384,4.419,1.086,286.00031,38.284599,,,,,
603,0,0.413334492,2.3808,2030.00,31.52,2509,5973,4.465,1.016,293.02512,37.992641,,,,,
604,0,0.93374614,6.551,1720.00,149.71,3303,5438,3.424,4.319,292.84213,47.483829,,,,,
605,0,6.47179275,6.788,403.00,2.08,1075,6341,4.446,1.033,296.69971,47.406731,,,,,
606,1,64.617518,5.796,2490.00,5.4,383,5043,4.47,0.881,297.01483,47.486431,,,,,
607,1,13.21409607,3.5641,1150.00,2.77,629,5333,4.62,0.728,287.65363,47.41481,,,,,
608,1,6.05729966,3.7419,385.00,1.94,947,5334,4.372,1.004,299.12753,47.59383,,,,,
609,1,3.584101048,2.7316,2610.00,4.66,1131,5739,4.518,0.922,286.48227,46.692451,,,,,
610,1,1.763587535,3.16877,4590.00,21.42,3559,9107,3.867,3.031,286.97119,46.868359,,,,,
611,1,5.014234733,4.589,6540.00,10.63,1308,6490,4.32,1.307,299.09753,43.497589,,,,,
612,1,8.11528727,3.211,835.00,3.1,879,5926,4.532,0.887,288.21194,46.615002,,,,,
613,1,36.9250409,4.9381,902.00,3.01,530,5926,4.532,0.887,288.21194,46.615002,,,,,
614,0,37.4783492,5.317,1470.00,10.05,262,3687,4.813,0.44,291.10846,37.857792,,,,,
615,0,8.09695764,3.319,284.00,34,1197,5949,4.024,1.707,292.73627,37.560341,,,,,
616,1,32.3122867,6.569,678.00,4.84,699,5821,4.108,1.494,292.29099,37.580799,,,,,
617,1,9.22961384,2.235,492.00,2.79,1021,6320,4.347,1.252,291.13849,37.859299,,,,,
618,1,14.5598556,5.624,291.00,1.64,758,5959,4.46,0.966,293.25412,37.846191,,,,,
619,1,4.176254191,3.6716,1360.00,3.07,876,4957,4.594,0.776,296.52429,39.24976,,,,,
620,0,0.528755447,5.714,409.00,47.75,3271,6151,3.92,1.954,292.58304,38.374378,,,,,
621,1,6.10027621,4.7476,767.00,2.59,990,5957,4.506,0.937,293.18454,37.969841,,,,,
622,1,51.59809554,2.0153,5870.00,6.57,449,5681,4.551,0.859,287.61688,38.402321,,,,,
623,1,1500,7.109,9590.00,9.8,139,5606,4.597,0.76,290.18304,38.321941,,,,,
624,0,10.9110487,7.033,402.00,2.36,786,5903,4.546,0.864,290.89407,38.435032,,,,,
625,1,8.408878137,3.4967,799.00,2.28,809,5551,4.508,0.812,296.98102,43.209751,,,,,
626,1,10.93725572,3.0822,422.00,2.41,777,5334,4.372,1.004,299.12753,47.59383,,,,,
627,1,2.97136658,2.716,233.00,1.52,1200,5334,4.372,1.004,299.12753,47.59383,,,,,
628,1,158.6850022,11.5372,898.00,3.08,350,5751,4.34,1.034,288.86823,47.75943,,,,,
629,1,2.936527336,1.771,352.00,1.92,1209,5359,4.375,1.002,291.30222,47.697762,,,,,
630,1,7.03902016,3.8633,530.00,2.45,1051,6321,4.434,1.058,289.4317,46.617531,,,,,
631,1,8.360870704,2.7144,2040.00,3.67,690,4743,4.516,0.81,283.86603,46.789589,,,,,
632,0,3.14051153,8.2806,1440.00,31.01,1306,6108,4.443,0.974,282.35324,43.335129,,,,,
633,1,21.76129812,1.243,1300.00,2.53,486,4859,4.612,0.72,291.25449,36.74361,,,,,
634,0,12.71379418,2.44093,36700.00,2.31,181,2661,5.283,0.116,287.55972,46.957085,,,,,
635,0,15.80110003,6.37505,37500.00,15.61,614,5383,4.587,0.789,295.47067,44.010738,,,,,
636,1,1500.140677,25.727,4130.00,18.35,206,5009,3.755,2.283,291.97754,37.532551,,,,,
637,0,1.739428983,2.4894,5900.00,268.65,1268,5415,4.603,0.742,297.82956,41.141949,,,,,
638,0,1.217266418,3.3208,5810.00,14.49,2378,6631,4.145,1.638,292.76434,41.27528,,,,,
639,0,19.56309252,6.9547,13000.00,23.76,965,6208,3.959,1.831,297.52545,41.261841,,,,,
640,0,3.7228551,12.8164,2970.00,5.67,1118,5873,4.547,0.863,291.98337,41.555111,,,,,
641,0,48.93786896,6.5868,7240.00,24.19,764,7066,4.094,1.761,295.94092,44.57835,,,,,
642,0,5.48990788,4.02,599.00,23.6,1039,5982,4.493,0.96,292.85608,38.37257,,,,,
643,1,161.5278347,3.6734,4650.00,8.19,366,5778,4.285,1.213,291.57916,38.035831,,,,,
644,0,0.73093905,2.8437,451.00,1.45,1488,4768,4.588,0.711,289.76483,38.35236,,,,,
645,1,11.39102358,2.303,449.00,1.67,618,4983,4.617,0.728,294.11566,38.393478,,,,,
646,1,12.33343853,6.221,536.00,4.12,915,5896,4.197,1.24,290.41327,38.34375,,,,,
647,1,8.01500821,3.0137,363.00,2,865,5359,4.375,1.002,291.30222,47.697762,,,,,
648,0,0.933749941,6.606,415.00,12.93,919,3682,4.786,0.48,292.73892,47.49073,,,,,
649,1,7.053934488,1.7244,512.00,2.36,840,5357,4.498,0.863,291.06293,47.484798,,,,,
650,1,4.29263699,2.7,61.40,0.68,991,5357,4.498,0.863,291.06293,47.484798,,,,,
651,1,7.6746614,1.9374,503.00,2.8,957,6063,4.47,1.001,296.13141,47.43882,,,,,
652,0,0.445275074,2.276,255.00,1.21,1950,5346,4.621,0.725,297.13327,47.628769,,,,,
653,1,1.213770423,0.5532,1820.00,0.78,525,3292,5.215,0.148,292.21906,44.61916,,,,,
654,1,0.453287416,0.4445,1460.00,0.76,729,3292,5.215,0.148,292.21906,44.61916,,,,,
655,0,10.81013273,4.4618,6170.00,13.95,985,6211,4.269,1.284,294.41245,45.130852,,,,,
656,1,1.865114193,0.4279,1120.00,0.66,455,3292,5.215,0.148,292.21906,44.61916,,,,,
657,0,3.273699006,3.07626,6860.00,22.36,3060,10816,4.086,2.493,288.49948,47.996471,,,,,
658,0,7.047103499,3.3208,71300.00,51.86,955,5730,4.417,1.035,290.11569,38.40419,,,,,
659,0,0.530300102,2.8502,3040.00,35.73,2410,6184,4.448,1.038,299.26038,41.420231,,,,,
660,0,1.073917869,2.4305,1930.00,33.01,1794,5962,4.479,0.959,295.16049,41.0793,,,,,
661,0,4.206096814,10.7381,1300.00,32.66,1252,6306,4.426,1.076,298.47424,41.07589,,,,,
662,0,19.56313723,6.8575,5540.00,9.73,706,5766,4.352,1.077,297.52863,41.259911,,,,,
663,0,2.227718792,4.9699,1040.00,8.88,1400,6038,4.508,0.922,298.33893,41.073479,,,,,
664,0,0.591914504,1.0225,1060.00,27.21,1646,5122,4.659,0.655,298.20035,41.011688,,,,,
665,1,36.7704935,4.42,1350.00,2.83,437,5142,4.602,0.755,286.41,42.681549,,,,,
666,1,14.58932429,2.4184,831.00,2.32,594,5142,4.602,0.755,286.41,42.681549,,,,,
667,1,0.764017553,1.103,128.00,0.86,1589,5142,4.602,0.755,286.41,42.681549,,,,,
668,1,59.8780258,4.8027,1420.00,2.19,273,4016,4.658,0.599,295.3045,42.475288,,,,,
669,1,20.51360192,3.4769,1170.00,2.58,540,5310,4.608,0.704,281.60541,42.390419,,,,,
670,1,74.92768653,4.74,4120.00,6.39,409,5618,4.46,0.897,283.20917,48.777641,,,,,
671,1,150.0189511,4.3823,4320.00,32.6,325,5618,4.46,0.897,283.20917,48.777641,,,,,
672,1,2.613020421,1.9588,600.00,1.5,713,3883,4.725,0.517,287.85773,48.774109,,,,,
673,1,0.927859786,1.4279,515.00,1.79,1361,4815,4.631,0.699,290.95755,49.203812,,,,,
674,1,205.912735,9.992,2380.00,4.68,298,5644,4.457,0.969,292.3515,48.511082,,,,,
675,1,7.10695741,5.1462,131.00,1.72,1157,5761,4.091,1.518,294.21893,49.479221,,,,,
676,1,0.783276173,1.6735,265.00,1.98,2149,5640,4.247,1.233,292.17859,42.005909,,,,,
677,1,3.17405898,2.3156,282.00,2.09,1348,5640,4.247,1.233,292.17859,42.005909,,,,,
678,1,2.1395563,2.0678,266.00,1.76,1425,5534,4.338,1.08,291.3905,42.180592,,,,,
679,1,4.807103254,0.9393,451.00,2.96,1088,5534,4.338,1.08,291.3905,42.180592,,,,,
680,1,21.4054422,11.721,409.00,11.64,1087,4838,3.299,4.361,293.75836,41.871868,,,,,
681,1,10.5007712,14.522,183.00,5.68,1378,4838,3.299,4.361,293.75836,41.871868,,,,,
682,1,2.633852528,2.0206,260.00,1.38,1131,5114,4.463,0.878,291.3909,48.065609,,,,,
683,1,6.18670882,2.909,203.00,1.21,851,5114,4.463,0.878,291.3909,48.065609,,,,,
684,1,1.796320953,1.9139,211.00,1.2,1367,5576,4.503,0.829,290.67615,48.294289,,,,,
685,1,3.468073,2.361,244.00,1.29,1098,5576,4.503,0.829,290.67615,48.294289,,,,,
686,1,5.9142668,2.661,253.00,1.31,919,5576,4.503,0.829,290.67615,48.294289,,,,,
687,1,14.00640392,4.6919,716.00,3.11,807,5788,4.323,1.124,295.16382,43.963039,,,,,
688,1,3.546531809,2.2746,443.00,2.18,1212,5993,4.489,0.986,287.91635,42.437302,,,,,
689,1,5.70070626,1.6408,380.00,2.03,1035,5993,4.489,0.986,287.91635,42.437302,,,,,
690,1,20.8341497,4.522,803.00,2.26,563,5296,4.538,0.808,295.76614,42.424278,,,,,
691,1,7.0556584,3.0479,706.00,2.13,808,5296,4.538,0.808,295.76614,42.424278,,,,,
692,1,10.47548084,2.3024,1070.00,2.11,540,4463,4.677,0.611,283.03979,48.825359,,,,,
693,1,22.92886314,2.0831,909.00,2.08,416,4463,4.677,0.611,283.03979,48.825359,,,,,
694,1,77.4740991,4.168,1540.00,2.63,277,4463,4.677,0.611,283.03979,48.825359,,,,,
695,1,345.1589354,7.5646,5090.00,7.79,241,5597,4.515,0.931,287.02228,48.681938,,,,,
696,1,6.88595222,4.148,429.00,2.68,946,5616,4.394,0.999,283.20697,48.580502,,,,,
697,1,99.6442783,5.1772,3220.00,8.48,415,6102,4.447,1.016,292.22839,42.03537,,,,,
698,0,3.125814002,1.7895,239.00,1.88,1460,6358,4.346,1.181,287.14944,42.105209,,,,,
699,1,5.660669429,4.6483,738.00,3.24,1115,5746,4.266,1.173,292.3215,43.881168,,,,,
700,0,10.80487163,2.7215,293.00,1.71,857,6092,4.471,0.998,292.23724,42.154289,,,,,
701,1,13.71938426,5.5677,316.00,1.98,864,6387,4.41,1.105,292.47821,42.142288,,,,,
702,1,29.2214959,4.014,394.00,1.81,539,5576,4.503,0.829,290.67615,48.294289,,,,,
703,1,44.8520997,3.5729,781.00,3.35,513,5514,4.345,1.071,290.92746,48.44355,,,,,
704,1,20.34237838,2.3351,565.00,2.88,667,5514,4.345,1.071,290.92746,48.44355,,,,,
705,1,118.3786735,9.5574,1080.00,3.4,376,5657,4.364,1.046,297.11511,41.909142,,,,,
706,1,23.58444746,5.5545,429.00,3,730,5655,4.152,1.354,285.42429,47.83461,,,,,
707,1,11.97884409,3.751,708.00,2.11,678,5296,4.538,0.808,295.76614,42.424278,,,,,
708,1,3.71545593,2.558,332.00,1.46,1001,5296,4.538,0.808,295.76614,42.424278,,,,,
709,1,2.58083264,2.1729,270.00,1.31,1130,5296,4.538,0.808,295.76614,42.424278,,,,,
710,0,1.487084251,1.3233,296.00,1.6,1462,5650,4.551,0.876,281.43735,42.725269,,,,,
711,1,19.25404023,4.6509,988.00,3.04,657,5798,4.507,0.941,286.35806,42.406509,,,,,
712,1,15.0549356,4.801,256.00,1.6,729,5616,4.394,0.999,283.20697,48.580502,,,,,
713,1,2.92721119,2.545,170.00,1.29,1258,5616,4.394,0.999,283.20697,48.580502,,,,,
714,1,38.2856338,6.512,323.00,1.77,534,5616,4.394,0.999,283.20697,48.580502,,,,,
715,1,19.80787763,3.453,616.00,2.08,624,5775,4.558,0.84,287.05701,49.046021,,,,,
716,1,2.343230566,2.0424,247.00,1.18,1054,4798,4.533,0.782,283.50479,49.451019,,,,,
717,1,19.03723442,3.3882,401.00,5.74,1051,5248,3.523,2.892,291.42755,41.878159,,,,,
718,0,2.73987398,4.15886,20600.00,34.83,2113,6520,3.844,2.26,283.46991,45.05246,,,,,
719,0,5.801880653,4.2608,41900.00,19.91,964,5845,4.541,0.874,289.40573,44.516941,,,,,
720,0,85.34092607,10.6141,51700.00,1177.65,409,6004,4.522,0.898,291.90237,44.683731,,,,,
721,0,0.782045734,1.7945,16200.00,45.05,2070,6113,4.463,0.995,290.26767,44.712849,,,,,
722,1,0.576078683,1.63253,10100.00,23.23,1982,5693,4.57,0.816,288.70087,44.70768,,,,,
723,1,10.1171684,4.6677,289.00,3.07,1163,6306,4.077,1.792,288.85529,48.208542,,,,,
724,1,19.12947603,3.9622,451.00,4.23,817,5372,4.007,1.71,285.66269,48.435371,,,,,
725,1,83.5781976,7.2487,631.00,6.63,655,6056,3.788,2.562,283.53296,48.094261,,,,,
726,1,6.1469956,3.3153,250.00,2.04,1164,6110,4.285,1.296,284.91049,48.431641,,,,,
727,0,0.522457732,0.8907,144.00,1.52,2308,5991,4.459,0.954,286.66568,48.144581,,,,,
728,1,54.1558384,4.432,1110.00,3.88,466,5798,4.507,0.941,286.35806,42.406509,,,,,
729,1,3.548465446,4.56904,7250.00,14.92,1640,6290,4.074,1.746,299.40701,44.035053,,,,,
730,1,11.1199028,3.3759,636.00,2.08,649,5078,4.581,0.766,288.0676,42.35537,,,,,
731,1,0.567856484,1.0258,335.00,1.55,1848,5073,4.483,0.853,286.88727,42.47126,,,,,
732,0,251.0597249,5.1095,7420.00,44.2,301,5714,4.34,1.086,290.20236,42.955891,,,,,
733,0,11.70219638,2.6658,640.00,16.15,719,5758,4.596,0.762,284.45691,41.56131,,,,,
734,1,40.7150498,8.587,564.00,2.2,516,5968,4.534,0.881,295.2887,48.59972,,,,,
735,1,10.44635944,2.749,354.00,2.18,812,5968,4.534,0.881,295.2887,48.59972,,,,,
736,1,2.508553286,2.2664,212.00,1.28,1278,5814,4.523,0.881,283.98297,49.23299,,,,,
737,1,13.75129636,3.853,349.00,1.66,725,5814,4.523,0.881,283.98297,49.23299,,,,,
738,0,0.885747456,4.4788,895.00,269.98,4958,5487,2.816,10.396,284.28253,44.987228,,,,,
739,0,3.611541977,8.6068,2970.00,28.07,1005,5203,4.504,0.802,301.35507,44.492271,,,,,
740,1,8.041347775,2.6332,591.00,1.29,507,3980,4.722,0.54,294.12143,48.349522,,,,,
741,0,5.082722475,5.9139,1970.00,4.4,1059,5780,4.438,1,299.07388,44.431679,,,,,
742,1,78.9257421,7.5193,18000.00,11.9,398,5750,4.538,0.882,291.44522,44.52869,,,,,
743,0,9.991625291,3.8552,3450.00,38.93,907,5874,4.338,1.096,301.04239,45.022888,,,,,
744,1,8.57504983,8.653,161.00,4.26,1374,4986,3.462,3.464,285.2211,47.881378,,,,,
745,1,6.84639884,3.4919,150.00,1.9,1132,6065,4.251,1.31,295.29385,48.374802,,,,,
746,1,7.64970832,6.625,55.40,1.43,1144,5855,4.125,1.613,290.55237,48.126263,,,,,
747,1,12.37679312,3.85,421.00,2.39,878,5767,4.438,1,290.55237,48.126263,,,,,
748,1,10.30401132,4.2246,316.00,1.84,849,5657,4.364,1.046,297.11511,41.909142,,,,,
749,0,2.171827838,3.2205,42100.00,58.56,1311,5650,4.513,0.891,294.77393,39.333839,,,,,
750,1,3.016182013,2.8349,223.00,2.25,1449,5611,4.144,1.4,293.46902,42.822411,,,,,
751,1,6.8833761,2.2702,458.00,1.69,857,5679,4.581,0.794,282.33279,42.463821,,,,,
752,0,0.833980196,1.756,261.00,1.45,1816,5747,4.53,0.871,295.87634,42.364819,,,,,
753,0,69.62754202,11.07,421.00,2.39,878,5767,4.438,1,296.3999,42.3871,,,,,
754,0,1.926353494,2.5305,185.00,1.33,1484,6063,4.481,0.899,292.05478,42.33025,,,,,
755,0,0.890737359,1.9257,196.00,20.57,2022,5687,4.293,1.169,295.78595,42.84428,,,,,
756,1,5.41908491,2.3379,231.00,1.38,989,5814,4.523,0.881,283.98297,49.23299,,,,,
757,1,7.01733571,3.567,256.00,1.61,984,6052,4.456,0.967,284.84662,49.692402,,,,,
758,1,6.91134223,5.6743,202.00,1.9,1086,5685,4.194,1.35,293.28827,48.811619,,,,,
759,1,394.6249514,24.108,2010.00,7.79,325,5910,4.03,1.727,290.85178,48.521339,,,,,
760,1,7.19304935,3.407,255.00,1.59,995,6185,4.472,0.991,293.08447,48.57539,,,,,
761,1,86.64764448,4.2326,7310.00,9.4,419,5522,4.323,1.12,291.22519,44.92738,,,,,
762,1,36.33750453,7.06,2830.00,5.3,513,5717,4.538,0.884,294.10818,44.770699,,,,,
763,1,14.64613058,5.688,594.00,2.22,694,5717,4.538,0.884,294.10818,44.770699,,,,,
764,1,148.272013,4.192,1710.00,4.3,321,5717,4.538,0.884,294.10818,44.770699,,,,,
765,0,1.506507172,4.5346,881.00,13.4,801,3755,4.774,0.473,293.61743,45.016701,,,,,
766,0,1.634614356,3.4422,19800.00,44.22,1611,6121,4.468,0.97,294.88181,39.161072,,,,,
767,0,16.02501898,3.8828,29100.00,1069.01,657,5776,4.582,0.789,296.47937,39.127571,,,,,
768,1,10.50682978,3.7769,13400.00,9.01,668,5127,4.589,0.782,293.36285,39.212448,,,,,
769,0,0.711966971,2.0221,6230.00,33.34,1855,5486,4.47,0.83,295.73193,39.587521,,,,,
770,0,17.72724392,4.1073,16900.00,14.77,741,6181,4.464,1.006,296.73502,39.187801,,,,,
771,1,321.2124365,4.012,2360.00,7.25,310,6018,4.257,1.286,288.32043,42.261414,,,,,
772,0,7.13895376,4.568,254.00,49.96,1622,7131,3.913,2.145,291.01358,42.283134,,,,,
773,0,4.4645454,2.8823,194.00,3.07,1601,6093,3.91,1.985,299.54376,40.86026,,,,,
774,1,11.29689442,4.623,199.00,1.74,907,6096,4.358,1.176,295.05429,42.75684,,,,,
775,0,19.30112039,6.0752,232.00,1.66,669,5687,4.408,0.943,295.51068,42.930565,,,,,
776,0,1.20320092,1.9197,2810.00,49.25,2124,6218,4.198,1.349,280.94385,42.839184,,,,,
777,1,5.968724048,3.651,511.00,3.26,1251,6122,4.173,1.439,294.74207,43.536831,,,,,
778,0,10.9802462,3.74464,50100.00,21.94,821,5952,4.462,0.897,282.79764,43.578129,,,,,
779,0,2.144632238,6.2701,19800.00,59.19,1736,6296,4.24,1.305,293.35129,43.13464,,,,,
780,0,27.32204488,5.6716,77500.00,21.58,531,5620,4.592,0.772,283.2413,46.378471,,,,,
781,0,1.152216965,2.2245,12100.00,187.73,5283,5560,2.619,15.113,293.28156,43.055809,,,,,
782,0,5.2972293,3.799,1210.00,47.7,2867,4631,2.386,14.296,296.39639,44.963036,,,,,
783,1,133.460999,11.4997,5030.00,11.21,433,5588,4.047,1.593,287.1749,44.878571,,,,,
784,1,5.188563677,2.3683,359.00,1,586,3980,4.722,0.54,294.12143,48.349522,,,,,
785,1,15.19423359,3.106,368.00,3.69,893,5588,4.047,1.593,287.1749,44.878571,,,,,
786,0,14.17098745,3.4804,3070.00,4.19,608,5107,4.565,0.777,296.93393,44.853642,,,,,
787,0,31.9734169,13.262,1410.00,24.1,442,4931,4.595,0.774,292.13437,44.65617,,,,,
788,1,3.990105908,2.4108,6150.00,7.45,1124,5926,4.519,0.913,296.08185,39.161621,,,,,
789,0,0.52205862,2.0847,1380.00,27.16,2022,5359,4.478,0.878,288.65359,39.66431,,,,,
790,1,10.03538181,3.4062,2830.00,4.42,786,5813,4.561,0.833,296.23511,39.370338,,,,,
791,0,53.10094262,2.2868,20000.00,24.02,464,5465,4.396,0.973,286.83487,39.760849,,,,,
792,0,5.80181368,4.119,270.00,4.52,1491,6020,3.86,2.097,298.77338,47.786469,,,,,
793,0,15.6402515,6.222,800.00,18.11,640,5346,4.491,0.826,293.61121,39.417519,,,,,
794,0,0.691666384,1.9603,35.60,0.58,2031,5687,4.408,0.943,295.51068,42.930565,,,,,
795,1,5.62154315,2.4143,172.00,1.37,992,5637,4.439,0.96,294.98547,42.727669,,,,,
796,0,1.074106954,1.9797,64.50,0.52,1255,4699,4.637,0.676,289.24817,42.565559,,,,,
797,0,5.117401517,4.3056,62900.00,28.41,1130,6161,4.454,1.053,284.82272,46.013721,,,,,
798,0,4.20233673,3.6973,46000.00,23.53,1246,6185,4.396,1.094,282.18439,46.006859,,,,,
799,1,8.50698069,2.938,296.00,1.9,900,5822,4.428,0.986,294.68027,49.14016,,,,,
800,0,15.60865244,6.26,311.00,6.17,1419,8014,3.94,2.43,297.97922,48.553871,,,,,
801,1,0.669310092,1.6274,132.00,1.13,1983,5475,4.426,1.003,286.03635,49.61451,,,,,
802,0,4.494498254,1.9742,248.00,62.11,1667,5117,3.578,3.403,295.03461,48.882172,,,,,
803,1,44.9306706,6.539,438.00,2.49,565,6121,4.397,1.164,297.3916,48.560692,,,,,
804,1,14.13175309,4.0136,1030.00,3.02,675,5616,4.564,0.822,286.57483,44.7952,,,,,
805,0,1.061934816,3.2551,437.00,25.72,1660,5730,4.545,0.87,288.90857,44.64241,,,,,
806,1,11.41926141,3.9908,916.00,1.48,419,3823,4.765,0.492,286.07523,44.664639,,,,,
807,0,5.93821065,2.5128,523.00,61.63,996,6123,4.545,0.85,299.2749,44.55349,,,,,
808,1,268.9410974,5.4434,9010.00,13.57,321,5798,4.224,1.306,289.88962,45.005669,,,,,
809,0,0.655001616,1.8136,271.00,31.77,3162,6426,3.965,2.089,293.53415,44.971111,,,,,
810,1,80.9669561,2.5276,4730.00,5.04,364,5611,4.61,0.737,295.80585,39.17799,,,,,
811,1,33.1996355,5.022,1110.00,2.85,485,5102,4.463,0.88,295.37079,39.177212,,,,,
812,0,8.65306587,4.486,1050.00,19.78,633,4641,4.589,0.694,289.7261,39.272831,,,,,
813,1,6.80082032,1.9883,700.00,1.88,697,4805,4.633,0.688,294.50842,39.398682,,,,,
814,1,19.30581662,4.2902,709.00,4,815,5661,4.09,1.522,288.91644,39.594711,,,,,
815,0,3.221785738,3.3411,46400.00,25.03,1357,6250,4.411,1.041,291.92065,45.247028,,,,,
816,0,0.6243875,1.92102,36900.00,29.45,1639,5211,4.644,0.618,297.57349,45.233299,,,,,
817,0,18.61009258,4.98308,50800.00,55.23,686,6077,4.526,0.891,290.88354,45.765869,,,,,
818,1,13.22175358,2.7884,877.00,2.38,640,5211,4.556,0.799,292.48694,46.196209,,,,,
819,0,1.137525054,2.68228,18000.00,42.74,1746,5912,4.467,0.937,286.36188,45.555161,,,,,
820,0,23.79993927,5.02319,60200.00,51.74,637,5934,4.473,0.957,290.49307,45.205898,,,,,
821,1,7.16893064,4.6766,113.00,1.61,1187,6221,4.198,1.458,283.9368,49.110329,,,,,
822,1,54.325574,9.86,44.20,0.76,545,6343,4.411,1.137,283.9368,49.110329,,,,,
823,1,20.01959599,7,421.00,2.39,878,5767,4.438,1,283.9368,49.110329,,,,,
824,0,1.22775877,2.7545,46100.00,48.79,1859,6207,4.412,1.044,289.04999,51.418369,,,,,
825,0,40.24649897,6.0203,159000.00,97.54,768,6594,4.051,1.691,296.02509,43.234875,,,,,
826,0,2.27999662,5.7777,12800.00,20.74,2000,6594,4.051,1.691,296.02509,43.234875,,,,,
827,0,2.48658617,2.7189,42100.00,24.39,1461,5892,4.35,1.198,289.80521,46.491711,,,,,
828,1,5.729317577,1.1816,865.00,2.41,850,5320,4.589,0.786,293.6413,44.65704,,,,,
829,1,11.77613232,2.8971,1430.00,2.08,446,3980,4.722,0.54,294.12143,48.349522,,,,,
830,1,11.60908533,2.2603,489.00,1.71,671,5320,4.589,0.786,293.6413,44.65704,,,,,
831,1,162.0479502,9.8974,4840.00,11.52,437,6309,4.16,1.567,294.2655,44.7943,,,,,
832,0,0.530967162,3.3659,245.00,23.72,2704,6449,4.316,1.193,288.86734,44.61573,,,,,
833,1,40.05881661,5.595,1240.00,3.43,489,5668,4.545,0.868,286.01587,45.007771,,,,,
834,1,6.09747233,3.431,218.00,2.22,1197,5661,4.09,1.522,288.91644,39.594711,,,,,
835,1,56.637918,6.172,590.00,3.68,570,5661,4.09,1.522,288.91644,39.594711,,,,,
836,0,2.243016513,2.721,300.00,1.37,1167,5462,4.614,0.732,296.65308,39.322689,,,,,
837,0,8.6531216,4.39,655.00,22.58,772,5421,4.564,0.852,289.7439,39.286301,,,,,
838,1,8.99088621,4.2447,470.00,2.78,960,5881,4.315,1.171,297.71185,45.261921,,,,,
839,0,34.06456641,9.6114,28500.00,15.57,570,6161,4.517,0.892,293.38663,45.87027,,,,,
840,0,4.350087749,2.6428,23600.00,24.77,1136,6060,4.495,0.953,283.18909,45.36417,,,,,
841,0,1.744101106,1.5497,9680.00,7.21,1016,4368,4.593,0.703,294.91586,45.783871,,,,,
842,0,7.981187121,1.8071,7610.00,18.75,966,6217,4.472,0.989,293.70905,45.286388,,,,,
843,0,4.118775582,3.76,2650.00,4.48,1067,5944,4.579,0.802,297.60529,45.36068,,,,,
844,1,1.694740233,1.6864,1450.00,2.12,797,3764,4.739,0.527,283.55554,45.614262,,,,,
845,0,0.971933156,1.9265,4790.00,50.75,1754,5592,4.445,0.931,297.89658,43.563889,,,,,
846,0,121.5991278,15.1596,10500.00,379.63,358,6036,4.551,0.847,294.54739,43.533691,,,,,
847,1,15.06806077,3.3011,19400.00,16.43,742,5982,4.493,0.96,295.4783,39.867722,,,,,
848,1,7.886632468,5.2147,6330.00,8.99,996,5847,4.304,1.135,295.095,43.537579,,,,,
849,1,8.027681123,3.0942,8730.00,8.43,824,5569,4.546,0.887,289.60382,46.314949,,,,,
850,1,704.962626,18.003,2320.00,4.53,178,5305,4.489,0.818,283.25681,45.08778,,,,,
851,1,50.28635977,6.3212,1120.00,3.88,543,5900,4.309,1.167,299.22162,44.693871,,,,,
852,1,22.79020351,5.0394,618.00,2.57,634,5478,4.354,1.053,285.0361,45.07106,,,,,
